PLZ Katalog Schweiz;;;;;
Land;Kanton;PLZ;Zusatzziffer;Gemeinde;Ort
Schweiz;LU;6216;0;Mauensee;Mauensee
Schweiz;LU;6016;0;Neuenkirch;Hellbühl
Schweiz;LU;6203;0;Neuenkirch;Sempach Station
Schweiz;LU;6206;0;Neuenkirch;Neuenkirch
Schweiz;LU;6207;0;Nottwil;Nottwil
Schweiz;LU;6208;0;Oberkirch;Oberkirch LU
Schweiz;LU;5735;0;Rickenbach (LU);Pfeffikon LU
Schweiz;LU;6221;0;Rickenbach (LU);Rickenbach LU
Schweiz;LU;6017;0;Ruswil;Ruswil
Schweiz;LU;6019;0;Ruswil;Sigigen
Schweiz;LU;6214;0;Schenkon;Schenkon
Schweiz;LU;6231;0;Schlierbach;Schlierbach
Schweiz;LU;6204;0;Sempach;Sempach
Schweiz;LU;6210;0;Sursee;Sursee
Schweiz;LU;6234;0;Triengen;Triengen
Schweiz;LU;6234;1;Triengen;Kulmerau
Schweiz;LU;6235;0;Triengen;Winikon
Schweiz;LU;6236;0;Triengen;Wilihof
Schweiz;LU;6110;0;Wolhusen;Wolhusen
Schweiz;LU;6110;2;Wolhusen;Fontannen b. Wolhusen
Schweiz;LU;6114;0;Wolhusen;Steinhuserberg
Schweiz;LU;6248;0;Alberswil;Alberswil
Schweiz;LU;6147;0;Altbüron;Altbüron
Schweiz;LU;6246;0;Altishofen;Altishofen
Schweiz;LU;6211;1;Dagmersellen;Buchs LU
Schweiz;LU;6252;0;Dagmersellen;Dagmersellen
Schweiz;LU;6253;0;Dagmersellen;Uffikon
Schweiz;LU;6245;0;Ebersecken;Ebersecken
Schweiz;LU;6243;0;Egolzwil;Egolzwil
Schweiz;LU;6217;0;Ettiswil;Kottwil
Schweiz;LU;6218;0;Ettiswil;Ettiswil
Schweiz;LU;6145;0;Fischbach;Fischbach LU
Schweiz;LU;6142;0;Gettnau;Gettnau
Schweiz;LU;6146;0;Grossdietwil;Grossdietwil
Schweiz;LU;6133;0;Hergiswil bei Willisau;Hergiswil b. Willisau
Schweiz;LU;6154;0;Luthern;Hofstatt
Schweiz;LU;6156;0;Luthern;Luthern
Schweiz;LU;6156;2;Luthern;Luthern Bad
Schweiz;LU;6122;0;Menznau;Menznau
Schweiz;LU;6123;0;Menznau;Geiss
Schweiz;LU;6125;0;Menznau;Menzberg
Schweiz;LU;6244;0;Nebikon;Nebikon
Schweiz;LU;4915;0;Pfaffnau;St. Urban
Schweiz;LU;6264;0;Pfaffnau;Pfaffnau
Schweiz;LU;6260;0;Reiden;Reiden
Schweiz;LU;6260;2;Reiden;Reidermoos
Schweiz;LU;6260;4;Reiden;Mehlsecken
Schweiz;LU;6262;0;Reiden;Langnau b. Reiden
Schweiz;LU;6263;0;Reiden;Richenthal
Schweiz;LU;6265;0;Roggliswil;Roggliswil
Schweiz;LU;6143;0;Schötz;Ohmstal
Schweiz;LU;6247;0;Schötz;Schötz
Schweiz;LU;6153;0;Ufhusen;Ufhusen
Schweiz;LU;6242;0;Wauwil;Wauwil
Schweiz;LU;4806;0;Wikon;Wikon
Schweiz;LU;6260;3;Wikon;Hintermoos
Schweiz;LU;6144;0;Zell (LU);Zell LU
Schweiz;LU;6152;0;Zell (LU);Hüswil
Schweiz;LU;6126;0;Willisau;Daiwil
Schweiz;LU;6130;0;Willisau;Willisau
Schweiz;LU;6132;0;Willisau;Rohrmatt
Schweiz;UR;6460;0;Altdorf (UR);Altdorf UR
Schweiz;UR;6490;0;Andermatt;Andermatt
Schweiz;UR;6468;0;Attinghausen;Attinghausen
Schweiz;UR;6466;0;Bauen;Bauen
Schweiz;UR;6463;0;Bürglen (UR);Bürglen UR
Schweiz;UR;6472;0;Erstfeld;Erstfeld
Schweiz;UR;6454;0;Flüelen;Flüelen
Schweiz;UR;6487;0;Göschenen;Göschenen
Schweiz;UR;6476;0;Gurtnellen;Intschi
Schweiz;UR;6482;0;Gurtnellen;Gurtnellen
Schweiz;UR;6493;0;Hospental;Hospental
Schweiz;UR;6461;0;Isenthal;Isenthal
Schweiz;UR;6491;0;Realp;Realp
Schweiz;UR;6467;0;Schattdorf;Schattdorf
Schweiz;UR;6469;0;Schattdorf;Haldi b. Schattdorf
Schweiz;UR;6462;0;Seedorf (UR);Seedorf UR
Schweiz;UR;6377;0;Seelisberg;Seelisberg
Schweiz;UR;6441;2;Seelisberg;Rütli
Schweiz;UR;6473;0;Silenen;Silenen
Schweiz;UR;6474;0;Silenen;Amsteg
Schweiz;UR;6475;0;Silenen;Bristen
Schweiz;UR;6452;0;Sisikon;Sisikon
Schweiz;UR;6464;0;Spiringen;Spiringen
Schweiz;UR;8751;0;Spiringen;Urnerboden
Schweiz;UR;6465;0;Unterschächen;Unterschächen
Schweiz;UR;6484;0;Wassen;Wassen UR
Schweiz;UR;6485;0;Wassen;Meien
Schweiz;SZ;8836;0;Einsiedeln;Bennau
Schweiz;SZ;8840;0;Einsiedeln;Einsiedeln
Schweiz;SZ;8840;2;Einsiedeln;Trachslau
Schweiz;SZ;8841;0;Einsiedeln;Gross
Schweiz;SZ;8844;0;Einsiedeln;Euthal
Schweiz;SZ;8846;0;Einsiedeln;Willerzell
Schweiz;SZ;8847;0;Einsiedeln;Egg SZ
Schweiz;SZ;6410;5;Gersau;Rigi Scheidegg
Schweiz;SZ;6442;0;Gersau;Gersau
Schweiz;SZ;8834;0;Feusisberg;Schindellegi
Schweiz;SZ;8835;0;Feusisberg;Feusisberg
Schweiz;SZ;8640;3;Freienbach;Hurden
Schweiz;SZ;8806;0;Freienbach;Bäch SZ
Schweiz;SZ;8807;0;Freienbach;Freienbach
Schweiz;SZ;8808;0;Freienbach;Pfäffikon SZ
Schweiz;SZ;8832;0;Freienbach;Wollerau
Schweiz;SZ;8832;2;Freienbach;Wilen b. Wollerau
Schweiz;SZ;8832;0;Wollerau;Wollerau
Schweiz;SZ;6402;0;Küssnacht (SZ);Merlischachen
Schweiz;SZ;6403;0;Küssnacht (SZ);Küssnacht am Rigi
Schweiz;SZ;6405;0;Küssnacht (SZ);Immensee
Schweiz;SZ;8852;0;Altendorf;Altendorf
Schweiz;SZ;8854;2;Galgenen;Galgenen
Schweiz;SZ;8858;0;Innerthal;Innerthal
Schweiz;SZ;8853;0;Lachen;Lachen SZ
Schweiz;SZ;8864;0;Reichenburg;Reichenburg
Schweiz;SZ;8854;0;Schübelbach;Siebnen
Schweiz;SZ;8862;0;Schübelbach;Schübelbach
Schweiz;SZ;8863;0;Schübelbach;Buttikon SZ
Schweiz;SZ;8856;0;Tuggen;Tuggen
Schweiz;SZ;8857;0;Vorderthal;Vorderthal
Schweiz;SZ;8855;0;Wangen (SZ);Wangen SZ
Schweiz;SZ;8849;0;Alpthal;Alpthal
Schweiz;SZ;6410;0;Arth;Goldau
Schweiz;SZ;6410;2;Arth;Rigi Klösterli
Schweiz;SZ;6410;3;Arth;Rigi Staffel
Schweiz;SZ;6410;4;Arth;Rigi Kulm
Schweiz;SZ;6414;0;Arth;Oberarth
Schweiz;SZ;6415;0;Arth;Arth
Schweiz;SZ;6434;0;Illgau;Illgau
Schweiz;SZ;6440;0;Ingenbohl;Brunnen
Schweiz;SZ;6424;0;Lauerz;Lauerz
Schweiz;SZ;6433;0;Morschach;Stoos SZ
Schweiz;SZ;6443;0;Morschach;Morschach
Schweiz;SZ;6436;0;Muotathal;Muotathal
Schweiz;SZ;6436;2;Muotathal;Bisisthal
Schweiz;SZ;6436;3;Muotathal;Ried (Muotathal)
Schweiz;SZ;8843;0;Oberiberg;Oberiberg
Schweiz;SZ;6452;2;Riemenstalden;Riemenstalden
Schweiz;SZ;6418;0;Rothenthurm;Rothenthurm
Schweiz;SZ;6417;0;Sattel;Sattel
Schweiz;SZ;6423;0;Schwyz;Seewen SZ
Schweiz;SZ;6430;0;Schwyz;Schwyz
Schweiz;SZ;6432;0;Schwyz;Rickenbach b. Schwyz
Schweiz;SZ;6438;0;Schwyz;Ibach
Schweiz;SZ;6422;0;Steinen;Steinen
Schweiz;SZ;6416;0;Steinerberg;Steinerberg
Schweiz;SZ;8842;0;Unteriberg;Unteriberg
Schweiz;SZ;8845;0;Unteriberg;Studen SZ
Schweiz;OW;6010;2;Alpnach;Kriens
Schweiz;OW;6053;0;Alpnach;Alpnachstad
Schweiz;OW;6055;0;Alpnach;Alpnach Dorf
Schweiz;OW;6388;0;Engelberg;Grafenort
Schweiz;OW;6390;0;Engelberg;Engelberg
Schweiz;OW;6074;0;Giswil;Giswil
Schweiz;OW;6064;0;Kerns;Kerns
Schweiz;OW;6066;0;Kerns;St. Niklausen OW
Schweiz;OW;6067;0;Kerns;Melchtal
Schweiz;OW;6068;0;Kerns;Melchsee-Frutt
Schweiz;OW;6078;0;Lungern;Lungern
Schweiz;OW;6078;2;Lungern;Bürglen OW
Schweiz;OW;6072;0;Sachseln;Sachseln
Schweiz;OW;6073;0;Sachseln;Flüeli-Ranft
Schweiz;OW;6056;0;Sarnen;Kägiswil
Schweiz;OW;6060;0;Sarnen;Sarnen
Schweiz;OW;6060;2;Sarnen;Ramersberg
Schweiz;OW;6062;0;Sarnen;Wilen (Sarnen)
Schweiz;OW;6063;0;Sarnen;Stalden (Sarnen)
Schweiz;NW;6375;0;Beckenried;Beckenried
Schweiz;NW;6374;0;Buochs;Buochs
Schweiz;NW;6383;0;Dallenwil;Dallenwil
Schweiz;NW;6383;3;Dallenwil;Wiesenberg
Schweiz;NW;6383;4;Dallenwil;Wirzweli
Schweiz;NW;6376;0;Emmetten;Emmetten
Schweiz;NW;6363;2;Ennetbürgen;Bürgenstock
Schweiz;NW;6373;0;Ennetbürgen;Ennetbürgen
Schweiz;NW;6372;0;Ennetmoos;Ennetmoos
Schweiz;NW;6052;0;Hergiswil (NW);Hergiswil NW
Schweiz;NW;6370;41;Oberdorf (NW);Oberdorf NW
Schweiz;NW;6382;0;Oberdorf (NW);Büren NW
Schweiz;NW;6383;2;Oberdorf (NW);Niederrickenbach
Schweiz;NW;6370;0;Stans;Stans
Schweiz;NW;6362;0;Stansstad;Stansstad
Schweiz;NW;6363;0;Stansstad;Obbürgen
Schweiz;NW;6363;1;Stansstad;Fürigen
Schweiz;NW;6365;0;Stansstad;Kehrsiten
Schweiz;NW;6386;0;Wolfenschiessen;Wolfenschiessen
Schweiz;NW;6387;0;Wolfenschiessen;Oberrickenbach
Schweiz;GL;8752;0;Glarus Nord;Näfels
Schweiz;GL;8753;0;Glarus Nord;Mollis
Schweiz;GL;8757;0;Glarus Nord;Filzbach
Schweiz;GL;8758;0;Glarus Nord;Obstalden
Schweiz;GL;8865;0;Glarus Nord;Bilten
Schweiz;GL;8867;0;Glarus Nord;Niederurnen
Schweiz;GL;8868;0;Glarus Nord;Oberurnen
Schweiz;GL;8874;0;Glarus Nord;Mühlehorn
Schweiz;GL;8756;0;Glarus Süd;Mitlödi
Schweiz;GL;8762;0;Glarus Süd;Schwanden GL
Schweiz;GL;8762;2;Glarus Süd;Schwändi b. Schwanden
Schweiz;GL;8762;3;Glarus Süd;Sool
Schweiz;GL;8765;0;Glarus Süd;Engi
Schweiz;GL;8766;0;Glarus Süd;Matt
Schweiz;GL;8767;0;Glarus Süd;Elm
Schweiz;GL;8772;0;Glarus Süd;Nidfurn
Schweiz;GL;8773;0;Glarus Süd;Haslen GL
Schweiz;GL;8774;0;Glarus Süd;Leuggelbach
Schweiz;GL;8775;1;Glarus Süd;Luchsingen
Schweiz;GL;8775;2;Glarus Süd;Hätzingen
Schweiz;GL;8777;0;Glarus Süd;Diesbach GL
Schweiz;GL;8777;2;Glarus Süd;Betschwanden
Schweiz;GL;8782;0;Glarus Süd;Rüti GL
Schweiz;GL;8783;0;Glarus Süd;Linthal
Schweiz;GL;8784;0;Glarus Süd;Braunwald
Schweiz;GL;8750;0;Glarus;Glarus
Schweiz;GL;8750;2;Glarus;Riedern
Schweiz;GL;8750;3;Glarus;Klöntal
Schweiz;GL;8754;0;Glarus;Netstal
Schweiz;GL;8755;0;Glarus;Ennenda
Schweiz;ZG;6319;0;Baar;Allenwinden
Schweiz;ZG;6340;0;Baar;Baar
Schweiz;ZG;6330;0;Cham;Cham
Schweiz;ZG;6332;0;Cham;Hagendorn
Schweiz;ZG;6331;0;Hünenberg;Hünenberg
Schweiz;ZG;6333;0;Hünenberg;Hünenberg See
Schweiz;ZG;6313;0;Menzingen;Menzingen
Schweiz;ZG;6313;2;Menzingen;Edlibach
Schweiz;ZG;6313;3;Menzingen;Finstersee
Schweiz;ZG;6340;4;Neuheim;Sihlbrugg
Schweiz;ZG;6345;0;Neuheim;Neuheim
Schweiz;ZG;6315;0;Oberägeri;Oberägeri
Schweiz;ZG;6315;2;Oberägeri;Alosen
Schweiz;ZG;6315;3;Oberägeri;Morgarten
Schweiz;ZG;6343;0;Risch;Rotkreuz
Schweiz;ZG;6343;2;Risch;Buonas
Schweiz;ZG;6343;3;Risch;Risch
Schweiz;ZG;6343;4;Risch;Holzhäusern ZG
Schweiz;ZG;6312;0;Steinhausen;Steinhausen
Schweiz;ZG;6314;0;Unterägeri;Unterägeri
Schweiz;ZG;6314;1;Unterägeri;Neuägeri
Schweiz;ZG;6318;0;Walchwil;Walchwil
Schweiz;ZG;6300;0;Zug;Zug
Schweiz;ZG;6300;5;Zug;Zugerberg
Schweiz;ZG;6317;0;Zug;Oberwil b. Zug
Schweiz;FR;1473;2;Châtillon (FR);Châtillon FR
Schweiz;FR;1529;0;Cheiry;Cheiry
Schweiz;FR;1534;2;Cheiry;Chapelle (Broye)
Schweiz;FR;1482;0;Cugy (FR);Cugy FR
Schweiz;FR;1483;3;Cugy (FR);Vesin
Schweiz;FR;1532;0;Fétigny;Fétigny
Schweiz;FR;1544;0;Gletterens;Gletterens
Schweiz;FR;1470;2;Lully (FR);Lully FR
Schweiz;FR;1470;3;Lully (FR);Seiry
Schweiz;FR;1470;4;Lully (FR);Bollion
Schweiz;FR;1533;0;Ménières;Ménières
Schweiz;FR;1774;0;Montagny (FR);Cousset
Schweiz;FR;1774;0;Montagny (FR);Cousset
Schweiz;FR;1774;2;Montagny (FR);Montagny-les-Monts
Schweiz;FR;1775;2;Montagny (FR);Mannens
Schweiz;FR;1775;3;Montagny (FR);Grandsivaz
Schweiz;FR;1776;0;Montagny (FR);Montagny-la-Ville
Schweiz;FR;1485;0;Nuvilly;Nuvilly
Schweiz;FR;1410;4;Prévondavaux;Prévondavaux
Schweiz;FR;1566;0;Saint-Aubin (FR);St-Aubin FR
Schweiz;FR;1566;2;Saint-Aubin (FR);Les Friques
Schweiz;FR;1541;3;Sévaz;Sévaz
Schweiz;FR;1527;0;Surpierre;Villeneuve FR
Schweiz;FR;1528;0;Surpierre;Surpierre
Schweiz;FR;1528;2;Surpierre;Praratoud
Schweiz;FR;1565;2;Vallon;Vallon
Schweiz;FR;1483;0;Les Montets;Montet (Broye)
Schweiz;FR;1483;2;Les Montets;Frasses
Schweiz;FR;1484;0;Les Montets;Aumont
Schweiz;FR;1484;2;Les Montets;Granges-de-Vesin
Schweiz;FR;1567;0;Delley-Portalban;Delley
Schweiz;FR;1568;0;Delley-Portalban;Portalban
Schweiz;FR;1563;0;Belmont-Broye;Dompierre FR
Schweiz;FR;1564;0;Belmont-Broye;Domdidier
Schweiz;FR;1773;0;Belmont-Broye;Léchelles
Schweiz;FR;1773;2;Belmont-Broye;Chandon
Schweiz;FR;1773;3;Belmont-Broye;Russy
Schweiz;FR;1470;0;Estavayer;Estavayer-le-Lac
Schweiz;FR;1473;0;Estavayer;Font
Schweiz;FR;1475;0;Estavayer;Autavaux
Schweiz;FR;1475;2;Estavayer;Forel FR
Schweiz;FR;1475;3;Estavayer;Montbrelloz
Schweiz;FR;1486;0;Estavayer;Vuissens
Schweiz;FR;1489;0;Estavayer;Murist
Schweiz;FR;1541;0;Estavayer;Bussy FR
Schweiz;FR;1541;2;Estavayer;Morens FR
Schweiz;FR;1542;0;Estavayer;Rueyres-les-Prés
Schweiz;FR;1468;0;Cheyres-Châbles;Cheyres
Schweiz;FR;1474;0;Cheyres-Châbles;Châbles FR
Schweiz;FR;1673;3;Auboranges;Auboranges
Schweiz;FR;1681;0;Billens-Hennens;Billens
Schweiz;FR;1681;2;Billens-Hennens;Hennens
Schweiz;FR;1608;4;Chapelle (Glâne);Chapelle (Glâne)
Schweiz;FR;1689;0;Le Châtelard;Le Châtelard-près-Romont
Schweiz;FR;1553;0;Châtonnaye;Châtonnaye
Schweiz;FR;1673;4;Ecublens (FR);Ecublens FR
Schweiz;FR;1686;0;Grangettes;Grangettes-près-Romont
Schweiz;FR;1692;0;Massonnens;Massonnens
Schweiz;FR;1680;2;Mézières (FR);Berlens
Schweiz;FR;1684;0;Mézières (FR);Mézières FR
Schweiz;FR;1674;2;Montet (Glâne);Montet (Glâne)
Schweiz;FR;1680;0;Romont (FR);Romont FR
Schweiz;FR;1673;0;Rue;Promasens
Schweiz;FR;1673;2;Rue;Gillarens
Schweiz;FR;1673;5;Rue;Rue
Schweiz;FR;1675;2;Rue;Blessens
Schweiz;FR;1676;0;Siviriez;Chavannes-les-Forts
Schweiz;FR;1677;0;Siviriez;Prez-vers-Siviriez
Schweiz;FR;1678;0;Siviriez;Siviriez
Schweiz;FR;1679;0;Siviriez;Villaraboud
Schweiz;FR;1670;0;Ursy;Ursy
Schweiz;FR;1670;2;Ursy;Bionnens
Schweiz;FR;1670;3;Ursy;Esmonts
Schweiz;FR;1674;0;Ursy;Vuarmarens
Schweiz;FR;1674;3;Ursy;Morlens
Schweiz;FR;1675;0;Ursy;Vauderens
Schweiz;FR;1675;3;Ursy;Mossel
Schweiz;FR;1690;0;Villaz-Saint-Pierre;Villaz-St-Pierre
Schweiz;FR;1685;0;Vuisternens-devant-Romont;Villariaz
Schweiz;FR;1686;2;Vuisternens-devant-Romont;La Neirigue
Schweiz;FR;1687;0;Vuisternens-devant-Romont;Vuisternens-devant-Romont
Schweiz;FR;1687;2;Vuisternens-devant-Romont;La Magne
Schweiz;FR;1687;3;Vuisternens-devant-Romont;Estévenens
Schweiz;FR;1688;0;Vuisternens-devant-Romont;Sommentier
Schweiz;FR;1688;2;Vuisternens-devant-Romont;Lieffrens
Schweiz;FR;1697;0;Vuisternens-devant-Romont;La Joux FR
Schweiz;FR;1697;2;Vuisternens-devant-Romont;Les Ecasseys
Schweiz;FR;1694;0;Villorsonnens;Villarsiviriaux
Schweiz;FR;1694;2;Villorsonnens;Villargiroud
Schweiz;FR;1694;3;Villorsonnens;Orsonnens
Schweiz;FR;1694;4;Villorsonnens;Chavannes-sous-Orsonnens
Schweiz;FR;1748;0;Torny;Torny-le-Grand
Schweiz;FR;1749;0;Torny;Middes
Schweiz;FR;1690;2;La Folliaz;Lussy FR
Schweiz;FR;1691;0;La Folliaz;Villarimboud
Schweiz;FR;1669;0;Haut-Intyamon;Albeuve
Schweiz;FR;1669;2;Haut-Intyamon;Lessoc
Schweiz;FR;1669;3;Haut-Intyamon;Les Sciernes-d'Albeuve
Schweiz;FR;1669;4;Haut-Intyamon;Neirivue
Schweiz;FR;1669;5;Haut-Intyamon;Montbovon
Schweiz;FR;1643;0;Pont-en-Ogoz;Gumefens
Schweiz;FR;1644;0;Pont-en-Ogoz;Avry-devant-Pont
Schweiz;FR;1645;0;Pont-en-Ogoz;Le Bry
Schweiz;FR;1652;0;Botterens;Botterens
Schweiz;FR;1652;2;Botterens;Villarbeney
Schweiz;FR;1636;0;Broc;Broc
Schweiz;FR;1630;0;Bulle;Bulle
Schweiz;FR;1635;0;Bulle;La Tour-de-Trême
Schweiz;FR;1653;3;Châtel-sur-Montsalvens;Châtel-sur-Montsalvens
Schweiz;FR;1647;0;Corbières;Corbières
Schweiz;FR;1651;0;Corbières;Villarvolard
Schweiz;FR;1653;2;Crésuz;Crésuz
Schweiz;FR;1646;0;Echarlens;Echarlens
Schweiz;FR;1666;0;Grandvillard;Grandvillard
Schweiz;FR;1663;0;Gruyères;Gruyères
Schweiz;FR;1663;2;Gruyères;Pringy
Schweiz;FR;1663;3;Gruyères;Epagny
Schweiz;FR;1663;4;Gruyères;Moléson-sur-Gruyères
Schweiz;FR;1648;0;Hauteville;Hauteville
Schweiz;FR;1656;0;Jaun;Jaun
Schweiz;FR;1656;1;Jaun;Im Fang
Schweiz;FR;1633;0;Marsens;Marsens
Schweiz;FR;1633;2;Marsens;Vuippens
Schweiz;FR;1638;0;Morlon;Morlon
Schweiz;FR;1661;0;Le Pâquier (FR);Le Pâquier-Montbarry
Schweiz;FR;1649;0;Pont-la-Ville;Pont-la-Ville
Schweiz;FR;1632;0;Riaz;Riaz
Schweiz;FR;1634;0;La Roche;La Roche FR
Schweiz;FR;1625;0;Sâles;Sâles (Gruyère)
Schweiz;FR;1625;2;Sâles;Maules
Schweiz;FR;1626;0;Sâles;Romanens
Schweiz;FR;1626;2;Sâles;Treyfayes
Schweiz;FR;1626;3;Sâles;Rueyres-Treyfayes
Schweiz;FR;1642;0;Sorens;Sorens
Schweiz;FR;1627;0;Vaulruz;Vaulruz
Schweiz;FR;1628;0;Vuadens;Vuadens
Schweiz;FR;1665;0;Bas-Intyamon;Estavannens
Schweiz;FR;1666;2;Bas-Intyamon;Villars-sous-Mont
Schweiz;FR;1667;0;Bas-Intyamon;Enney
Schweiz;FR;1637;0;Val-de-Charmey;Charmey (Gruyère)
Schweiz;FR;1654;0;Val-de-Charmey;Cerniat FR
Schweiz;FR;1732;0;Arconciel;Arconciel
Schweiz;FR;1742;0;Autigny;Autigny
Schweiz;FR;1754;0;Avry;Rosé
Schweiz;FR;1754;2;Avry;Corjolens
Schweiz;FR;1754;4;Avry;Avry-sur-Matran
Schweiz;FR;1782;0;Belfaux;Belfaux
Schweiz;FR;1782;2;Belfaux;Autafond
Schweiz;FR;1744;0;Chénens;Chénens
Schweiz;FR;1720;0;Corminboeuf;Corminboeuf
Schweiz;FR;1720;2;Corminboeuf;Chésopelloz
Schweiz;FR;1747;0;Corserey;Corserey
Schweiz;FR;1741;0;Cottens (FR);Cottens FR
Schweiz;FR;1731;0;Ependes (FR);Ependes FR
Schweiz;FR;1724;3;Ferpicloz;Ferpicloz
Schweiz;FR;1700;0;Fribourg;Fribourg
Schweiz;FR;1722;0;Fribourg;Bourguillon
Schweiz;FR;1762;0;Givisiez;Givisiez
Schweiz;FR;1763;0;Granges-Paccot;Granges-Paccot
Schweiz;FR;1772;0;Grolley;Grolley
Schweiz;FR;1723;0;Marly;Marly
Schweiz;FR;1753;0;Matran;Matran
Schweiz;FR;1740;0;Neyruz (FR);Neyruz FR
Schweiz;FR;1757;0;Noréaz;Noréaz
Schweiz;FR;1723;4;Pierrafortscha;Pierrafortscha
Schweiz;FR;1772;1;Ponthaux;Nierlet-les-Bois
Schweiz;FR;1772;2;Ponthaux;Ponthaux
Schweiz;FR;1724;0;Le Mouret;Le Mouret
Schweiz;FR;1724;2;Le Mouret;Essert FR
Schweiz;FR;1724;4;Le Mouret;Montévraz
Schweiz;FR;1724;5;Le Mouret;Oberried FR
Schweiz;FR;1724;7;Le Mouret;Zénauva
Schweiz;FR;1724;8;Le Mouret;Bonnefontaine
Schweiz;FR;1746;0;Prez-vers-Noréaz;Prez-vers-Noréaz
Schweiz;FR;1724;6;Senèdes;Senèdes
Schweiz;FR;1733;0;Treyvaux;Treyvaux
Schweiz;FR;1752;0;Villars-sur-Glâne;Villars-sur-Glâne
Schweiz;FR;1723;3;Villarsel-sur-Marly;Villarsel-sur-Marly
Schweiz;FR;1725;0;Hauterive (FR);Posieux
Schweiz;FR;1730;0;Hauterive (FR);Ecuvillens
Schweiz;FR;1745;0;La Brillaz;Lentigny
Schweiz;FR;1756;0;La Brillaz;Onnens FR
Schweiz;FR;1756;2;La Brillaz;Lovens
Schweiz;FR;1782;3;La Sonnaz;Lossy
Schweiz;FR;1782;4;La Sonnaz;La Corbaz
Schweiz;FR;1782;5;La Sonnaz;Cormagens
Schweiz;FR;1782;6;La Sonnaz;Formangueires
Schweiz;FR;1695;0;Gibloux;Villarlod
Schweiz;FR;1695;2;Gibloux;Rueyres-St-Laurent
Schweiz;FR;1695;3;Gibloux;Estavayer-le-Gibloux
Schweiz;FR;1695;4;Gibloux;Villarsel-le-Gibloux
Schweiz;FR;1696;0;Gibloux;Vuisternens-en-Ogoz
Schweiz;FR;1726;0;Gibloux;Farvagny-le-Grand
Schweiz;FR;1726;2;Gibloux;Farvagny-le-Petit
Schweiz;FR;1726;3;Gibloux;Grenilles
Schweiz;FR;1726;4;Gibloux;Posat
Schweiz;FR;1727;0;Gibloux;Corpataux
Schweiz;FR;1727;2;Gibloux;Magnedens
Schweiz;FR;1728;0;Gibloux;Rossens FR
Schweiz;FR;1796;0;Courgevaux;Courgevaux
Schweiz;FR;1583;0;Courtepin;Villarepos
Schweiz;FR;1783;0;Courtepin;Pensier
Schweiz;FR;1783;4;Courtepin;Barberêche
Schweiz;FR;1784;0;Courtepin;Courtepin
Schweiz;FR;1784;3;Courtepin;Wallenried
Schweiz;FR;1791;0;Courtepin;Courtaman
Schweiz;FR;1785;0;Cressier (FR);Cressier FR
Schweiz;FR;3284;0;Fräschels;Fräschels
Schweiz;FR;3285;0;Galmiz;Galmiz
Schweiz;FR;3215;0;Gempenach;Gempenach
Schweiz;FR;3280;4;Greng;Greng
Schweiz;FR;1792;0;Gurmels;Cordast
Schweiz;FR;1792;2;Gurmels;Guschelmuth
Schweiz;FR;3206;2;Gurmels;Wallenbuch
Schweiz;FR;3212;0;Gurmels;Gurmels
Schweiz;FR;3212;2;Gurmels;Kleingurmels
Schweiz;FR;3213;0;Gurmels;Liebistorf
Schweiz;FR;3210;0;Kerzers;Kerzers
Schweiz;FR;3213;2;Kleinbösingen;Kleinbösingen
Schweiz;FR;3280;2;Meyriez;Meyriez
Schweiz;FR;1721;1;Misery-Courtion;Misery
Schweiz;FR;1721;2;Misery-Courtion;Cormérod
Schweiz;FR;1721;4;Misery-Courtion;Courtion
Schweiz;FR;1721;5;Misery-Courtion;Cournillens
Schweiz;FR;3286;0;Muntelier;Muntelier
Schweiz;FR;1793;0;Murten;Jeuss
Schweiz;FR;1794;0;Murten;Salvenach
Schweiz;FR;1795;0;Murten;Courlevon
Schweiz;FR;3215;2;Murten;Büchslen
Schweiz;FR;3215;3;Murten;Lurtigen
Schweiz;FR;3280;0;Murten;Murten
Schweiz;FR;3216;0;Ried bei Kerzers;Ried b. Kerzers
Schweiz;FR;3216;2;Ried bei Kerzers;Agriswil
Schweiz;FR;3214;0;Ulmiz;Ulmiz
Schweiz;FR;1786;0;Mont-Vully;Sugiez
Schweiz;FR;1787;0;Mont-Vully;Môtier (Vully)
Schweiz;FR;1787;1;Mont-Vully;Mur (Vully) FR
Schweiz;FR;1788;0;Mont-Vully;Praz (Vully)
Schweiz;FR;1789;0;Mont-Vully;Lugnorre
Schweiz;FR;1715;0;Alterswil;Alterswil FR
Schweiz;FR;1719;0;Brünisried;Brünisried
Schweiz;FR;3186;0;Düdingen;Düdingen
Schweiz;FR;1735;0;Giffers;Giffers
Schweiz;FR;3178;0;Bösingen;Bösingen
Schweiz;FR;1714;0;Heitenried;Heitenried
Schweiz;FR;1716;0;Plaffeien;Plaffeien
Schweiz;FR;1716;2;Plaffeien;Oberschrot
Schweiz;FR;1716;3;Plaffeien;Schwarzsee
Schweiz;FR;1719;2;Plaffeien;Zumholz
Schweiz;FR;1737;0;Plasselb;Plasselb
Schweiz;FR;1718;0;Rechthalten;Rechthalten
Schweiz;FR;1713;0;St. Antoni;St. Antoni
Schweiz;FR;1736;0;St. Silvester;St. Silvester
Schweiz;FR;1717;0;St. Ursen;St. Ursen
Schweiz;FR;3185;0;Schmitten (FR);Schmitten FR
Schweiz;FR;1712;0;Tafers;Tafers
