PLZ Katalog Schweiz;;;;;
Land;Kanton;PLZ;Zusatzziffer;Gemeinde;Ort
Schweiz;BE;3237;0;Brüttelen;Brüttelen
Schweiz;BE;3235;0;Erlach;Erlach
Schweiz;BE;2577;2;Finsterhennen;Finsterhennen
Schweiz;BE;3238;0;Gals;Gals
Schweiz;BE;3236;0;Gampelen;Gampelen
Schweiz;BE;3232;0;Ins;Ins
Schweiz;BE;2576;0;Lüscherz;Lüscherz
Schweiz;BE;3225;0;Müntschemier;Müntschemier
Schweiz;BE;2577;0;Siselen;Siselen BE
Schweiz;BE;3226;0;Treiten;Treiten
Schweiz;BE;3233;0;Tschugg;Tschugg
Schweiz;BE;3234;0;Vinelz;Vinelz
Schweiz;BE;3315;0;Bätterkinden;Bätterkinden
Schweiz;BE;3315;1;Bätterkinden;Kräiligen
Schweiz;BE;3053;2;Deisswil bei Münchenbuchsee;Deisswil b. Münchenbuchsee
Schweiz;BE;3053;3;Diemerswil;Diemerswil
Schweiz;BE;3306;0;Fraubrunnen;Etzelkofen
Schweiz;BE;3308;0;Fraubrunnen;Grafenried
Schweiz;BE;3309;2;Fraubrunnen;Zauggenried
Schweiz;BE;3312;0;Fraubrunnen;Fraubrunnen
Schweiz;BE;3313;0;Fraubrunnen;Büren zum Hof
Schweiz;BE;3314;0;Fraubrunnen;Schalunen
Schweiz;BE;3317;0;Fraubrunnen;Limpach
Schweiz;BE;3317;1;Fraubrunnen;Mülchi
Schweiz;BE;3303;0;Jegenstorf;Jegenstorf
Schweiz;BE;3303;2;Jegenstorf;Münchringen
Schweiz;BE;3303;4;Jegenstorf;Ballmoos
Schweiz;BE;3305;2;Jegenstorf;Scheunen
Schweiz;BE;3305;0;Iffwil;Iffwil
Schweiz;BE;3322;1;Mattstetten;Mattstetten
Schweiz;BE;3302;0;Moosseedorf;Moosseedorf
Schweiz;BE;3053;0;Münchenbuchsee;Münchenbuchsee
Schweiz;BE;3322;0;Urtenen-Schönbühl;Urtenen-Schönbühl
Schweiz;BE;3427;0;Utzenstorf;Utzenstorf
Schweiz;BE;3053;4;Wiggiswil;Wiggiswil
Schweiz;BE;3428;0;Wiler bei Utzenstorf;Wiler b. Utzenstorf
Schweiz;BE;4564;1;Zielebach;Zielebach
Schweiz;BE;3303;3;Zuzwil (BE);Zuzwil BE
Schweiz;BE;3715;0;Adelboden;Adelboden
Schweiz;BE;3703;0;Aeschi bei Spiez;Aeschi b. Spiez
Schweiz;BE;3703;41;Aeschi bei Spiez;Aeschiried
Schweiz;BE;3711;0;Aeschi bei Spiez;Emdthal
Schweiz;BE;3714;0;Frutigen;Frutigen
Schweiz;BE;3724;0;Frutigen;Ried (Frutigen)
Schweiz;BE;3725;0;Frutigen;Achseten
Schweiz;BE;3716;0;Kandergrund;Kandergrund
Schweiz;BE;3717;0;Kandergrund;Blausee-Mitholz
Schweiz;BE;3718;0;Kandersteg;Kandersteg
Schweiz;BE;3704;0;Krattigen;Krattigen
Schweiz;BE;3711;2;Reichenbach im Kandertal;Mülenen
Schweiz;BE;3713;0;Reichenbach im Kandertal;Reichenbach im Kandertal
Schweiz;BE;3714;3;Reichenbach im Kandertal;Wengi b. Frutigen
Schweiz;BE;3722;0;Reichenbach im Kandertal;Scharnachtal
Schweiz;BE;3723;0;Reichenbach im Kandertal;Kiental
Schweiz;BE;3800;5;Beatenberg;Sundlauenen
Schweiz;BE;3803;0;Beatenberg;Beatenberg
Schweiz;BE;3806;0;Bönigen;Bönigen b. Interlaken
Schweiz;BE;3855;0;Brienz (BE);Brienz BE
Schweiz;BE;3855;1;Brienz (BE);Axalp
Schweiz;BE;3856;0;Brienzwiler;Brienzwiler
Schweiz;BE;3707;0;Därligen;Därligen
Schweiz;BE;3816;1;Grindelwald;Burglauenen
Schweiz;BE;3818;0;Grindelwald;Grindelwald
Schweiz;BE;3814;0;Gsteigwiler;Gsteigwiler
Schweiz;BE;3800;0;Gündlischwand;Interlaken
Schweiz;BE;3815;0;Gündlischwand;Zweilütschinen
Schweiz;BE;3815;2;Gündlischwand;Gündlischwand
Schweiz;BE;3804;0;Habkern;Habkern
Schweiz;BE;3858;0;Hofstetten bei Brienz;Hofstetten b. Brienz
Schweiz;BE;3800;0;Interlaken;Interlaken
Schweiz;BE;3807;0;Iseltwald;Iseltwald
Schweiz;BE;3822;0;Lauterbrunnen;Lauterbrunnen
Schweiz;BE;3822;2;Lauterbrunnen;Isenfluh
Schweiz;BE;3823;0;Lauterbrunnen;Wengen
Schweiz;BE;3823;1;Lauterbrunnen;Kleine Scheidegg
Schweiz;BE;3823;2;Lauterbrunnen;Eigergletscher
Schweiz;BE;3824;0;Lauterbrunnen;Stechelberg
Schweiz;BE;3825;0;Lauterbrunnen;Mürren
Schweiz;BE;3826;0;Lauterbrunnen;Gimmelwald
Schweiz;BE;3706;0;Leissigen;Leissigen
Schweiz;BE;3816;0;Lütschental;Lütschental
Schweiz;BE;3800;3;Matten bei Interlaken;Matten b. Interlaken
Schweiz;BE;3853;0;Niederried bei Interlaken;Niederried b. Interlaken
Schweiz;BE;3854;0;Oberried am Brienzersee;Oberried am Brienzersee
Schweiz;BE;3805;0;Ringgenberg (BE);Goldswil b. Interlaken
Schweiz;BE;3852;0;Ringgenberg (BE);Ringgenberg BE
Schweiz;BE;3813;0;Saxeten;Saxeten
Schweiz;BE;3855;41;Schwanden bei Brienz;Schwanden b. Brienz
Schweiz;BE;3800;2;Unterseen;Unterseen
Schweiz;BE;3812;0;Wilderswil;Wilderswil
Schweiz;BE;3508;0;Arni (BE);Arni BE
Schweiz;BE;3507;0;Biglen;Biglen
Schweiz;BE;3533;0;Bowil;Bowil
Schweiz;BE;3671;0;Brenzikofen;Brenzikofen
Schweiz;BE;3510;8;Freimettigen;Freimettigen
Schweiz;BE;3506;0;Grosshöchstetten;Grosshöchstetten
Schweiz;BE;3510;9;Häutligen;Häutligen
Schweiz;BE;3671;2;Herbligen;Herbligen
Schweiz;BE;3629;0;Kiesen;Kiesen
Schweiz;BE;3503;0;Konolfingen;Gysenstein
Schweiz;BE;3510;0;Konolfingen;Konolfingen
Schweiz;BE;3434;0;Landiswil;Obergoldbach
Schweiz;BE;3434;1;Landiswil;Landiswil
Schweiz;BE;3673;0;Linden;Linden
Schweiz;BE;3532;2;Mirchel;Mirchel
Schweiz;BE;3083;0;Münsingen;Trimstein
Schweiz;BE;3110;0;Münsingen;Münsingen
Schweiz;BE;3111;0;Münsingen;Tägertschi
Schweiz;BE;3504;0;Niederhünigen;Niederhünigen
Schweiz;BE;3672;0;Oberdiessbach;Oberdiessbach
Schweiz;BE;3672;2;Oberdiessbach;Aeschlen b. Oberdiessbach
Schweiz;BE;3674;0;Oberdiessbach;Bleiken b. Oberdiessbach
Schweiz;BE;3531;0;Oberthal;Oberthal
Schweiz;BE;3629;2;Oppligen;Oppligen
Schweiz;BE;3113;0;Rubigen;Rubigen
Schweiz;BE;3082;0;Schlosswil;Schlosswil
Schweiz;BE;3512;0;Walkringen;Walkringen
Schweiz;BE;3513;0;Walkringen;Bigenthal
Schweiz;BE;3075;0;Worb;Rüfenacht BE
Schweiz;BE;3075;2;Worb;Vielbringen b. Worb
Schweiz;BE;3076;0;Worb;Worb
Schweiz;BE;3077;0;Worb;Enggistein
Schweiz;BE;3078;0;Worb;Richigen
Schweiz;BE;3532;0;Zäziwil;Zäziwil
Schweiz;BE;3504;2;Oberhünigen;Oberhünigen
Schweiz;BE;3112;0;Allmendingen;Allmendingen b. Bern
Schweiz;BE;3114;0;Wichtrach;Wichtrach
Schweiz;BE;1595;2;Clavaleyres;Clavaleyres
Schweiz;BE;3206;0;Ferenbalm;Rizenbach
Schweiz;BE;3206;1;Ferenbalm;Ferenbalm
Schweiz;BE;3206;3;Ferenbalm;Biberen
Schweiz;BE;3206;4;Ferenbalm;Gammen
Schweiz;BE;3202;0;Frauenkappelen;Frauenkappelen
Schweiz;BE;3207;2;Golaten;Golaten
Schweiz;BE;3208;0;Gurbrü;Gurbrü
Schweiz;BE;3179;0;Kriechenwil;Kriechenwil
Schweiz;BE;3177;0;Laupen;Laupen BE
Schweiz;BE;3203;0;Mühleberg;Mühleberg
Schweiz;BE;3204;0;Mühleberg;Rosshäusern
Schweiz;BE;3205;0;Mühleberg;Gümmenen
Schweiz;BE;1797;0;Münchenwiler;Münchenwiler
Schweiz;BE;3176;0;Neuenegg;Neuenegg
Schweiz;BE;3207;0;Wileroltigen;Wileroltigen
Schweiz;BE;2744;0;Belprahon;Belprahon
Schweiz;BE;2735;3;Champoz;Champoz
Schweiz;BE;2747;0;Corcelles (BE);Corcelles BE
Schweiz;BE;2738;0;Court;Court
Schweiz;BE;2746;0;Crémines;Crémines
Schweiz;BE;2743;0;Eschert;Eschert
Schweiz;BE;2745;0;Grandval;Grandval
Schweiz;BE;2732;4;Loveresse;Loveresse
Schweiz;BE;2740;0;Moutier;Moutier
Schweiz;BE;2742;0;Perrefitte;Perrefitte
Schweiz;BE;2732;0;Reconvilier;Reconvilier
Schweiz;BE;2762;0;Roches (BE);Roches BE
Schweiz;BE;2712;0;Saicourt;Le Fuet
Schweiz;BE;2713;0;Saicourt;Bellelay
Schweiz;BE;2732;2;Saicourt;Saicourt
Schweiz;BE;2732;3;Saules (BE);Saules BE
Schweiz;BE;2827;2;Schelten;Schelten
Schweiz;BE;2747;2;Seehof;Seehof
Schweiz;BE;2736;0;Sorvilier;Sorvilier
Schweiz;BE;2710;0;Tavannes;Tavannes
Schweiz;BE;2720;2;Tavannes;La Tanne
Schweiz;BE;2717;2;Rebévelier;Rebévelier
Schweiz;BE;2715;1;Petit-Val;Châtelat
Schweiz;BE;2715;2;Petit-Val;Monible
Schweiz;BE;2716;0;Petit-Val;Sornetan
Schweiz;BE;2717;0;Petit-Val;Fornet-Dessous
Schweiz;BE;2748;0;Petit-Val;Souboz
Schweiz;BE;2748;2;Petit-Val;Les Ecorcheresses
Schweiz;BE;2733;0;Valbirse;Pontenet
Schweiz;BE;2735;2;Valbirse;Bévilard
Schweiz;BE;2735;4;Valbirse;Malleray
Schweiz;BE;2520;0;La Neuveville;La Neuveville
Schweiz;BE;2518;0;Nods;Nods
Schweiz;BE;2515;0;Plateau de Diesse;Prêles
Schweiz;BE;2516;0;Plateau de Diesse;Lamboing
Schweiz;BE;2517;0;Plateau de Diesse;Diesse
Schweiz;BE;2558;0;Aegerten;Aegerten
Schweiz;BE;2564;0;Bellmund;Bellmund
Schweiz;BE;2555;0;Brügg;Brügg BE
Schweiz;BE;3274;2;Bühl;Bühl b. Aarberg
Schweiz;BE;3272;2;Epsach;Epsach
Schweiz;BE;2575;2;Hagneck;Hagneck
Schweiz;BE;3274;0;Hermrigen;Hermrigen
Schweiz;BE;2565;0;Jens;Jens
Schweiz;BE;2563;0;Ipsach;Ipsach
Schweiz;BE;2514;0;Ligerz;Ligerz
Schweiz;BE;3274;3;Merzligen;Merzligen
Schweiz;BE;2572;2;Mörigen;Mörigen
Schweiz;BE;2560;0;Nidau;Nidau
Schweiz;BE;2552;0;Orpund;Orpund
Schweiz;BE;2562;0;Port;Port
Schweiz;BE;2553;0;Safnern;Safnern
Schweiz;BE;2556;0;Scheuren;Scheuren
Schweiz;BE;2556;2;Schwadernau;Schwadernau
Schweiz;BE;2557;0;Studen (BE);Studen BE
Schweiz;BE;2572;0;Sutz-Lattrigen;Sutz
Schweiz;BE;2575;0;Täuffelen;Täuffelen
Schweiz;BE;2575;1;Täuffelen;Gerolfingen
Schweiz;BE;3272;0;Walperswil;Walperswil
Schweiz;BE;3252;0;Worben;Worben
Schweiz;BE;2512;0;Twann-Tüscherz;Tüscherz-Alfermée
Schweiz;BE;2513;0;Twann-Tüscherz;Twann
Schweiz;BE;3763;0;Därstetten;Därstetten
Schweiz;BE;3764;0;Därstetten;Weissenburg
Schweiz;BE;3753;0;Diemtigen;Oey
Schweiz;BE;3754;0;Diemtigen;Diemtigen
Schweiz;BE;3755;0;Diemtigen;Horboden
Schweiz;BE;3756;0;Diemtigen;Zwischenflüh
Schweiz;BE;3757;0;Diemtigen;Schwenden im Diemtigtal
Schweiz;BE;3758;0;Erlenbach im Simmental;Latterbach
Schweiz;BE;3762;0;Erlenbach im Simmental;Erlenbach im Simmental
Schweiz;BE;3765;0;Oberwil im Simmental;Oberwil im Simmental
Schweiz;BE;3647;0;Reutigen;Reutigen
Schweiz;BE;3645;0;Spiez;Gwatt (Thun)
Schweiz;BE;3646;0;Spiez;Einigen
Schweiz;BE;3700;0;Spiez;Spiez
Schweiz;BE;3702;0;Spiez;Hondrich
Schweiz;BE;3705;0;Spiez;Faulensee
Schweiz;BE;3752;0;Wimmis;Wimmis
Schweiz;BE;3631;0;Stocken-Höfen;Höfen b. Thun
Schweiz;BE;3632;2;Stocken-Höfen;Niederstocken
Schweiz;BE;3632;3;Stocken-Höfen;Oberstocken
Schweiz;BE;3864;0;Guttannen;Guttannen
Schweiz;BE;6083;0;Hasliberg;Hasliberg Hohfluh
Schweiz;BE;6084;0;Hasliberg;Hasliberg Wasserwendi
Schweiz;BE;6085;0;Hasliberg;Hasliberg Goldern
Schweiz;BE;6086;0;Hasliberg;Hasliberg Reuti
Schweiz;BE;3862;0;Innertkirchen;Innertkirchen
Schweiz;BE;3863;0;Innertkirchen;Gadmen
Schweiz;BE;3857;0;Meiringen;Unterbach BE
Schweiz;BE;3860;0;Meiringen;Meiringen
Schweiz;BE;3860;4;Meiringen;Brünig
Schweiz;BE;3860;2;Schattenhalb;Rosenlaui
Schweiz;BE;3860;3;Schattenhalb;Schattenhalb
Schweiz;BE;3766;0;Boltigen;Boltigen
Schweiz;BE;3775;0;Lenk;Lenk im Simmental
Schweiz;BE;3772;0;St. Stephan;St. Stephan
Schweiz;BE;3773;0;St. Stephan;Matten (St. Stephan)
Schweiz;BE;3770;0;Zweisimmen;Zweisimmen
Schweiz;BE;3771;0;Zweisimmen;Blankenburg
Schweiz;BE;3776;0;Zweisimmen;Oeschseite
Schweiz;BE;3784;0;Gsteig;Feutersoey
Schweiz;BE;3785;0;Gsteig;Gsteig b. Gstaad
Schweiz;BE;3782;0;Lauenen;Lauenen b. Gstaad
Schweiz;BE;1657;0;Saanen;Abländschen
Schweiz;BE;3777;0;Saanen;Saanenmöser
Schweiz;BE;3778;0;Saanen;Schönried
Schweiz;BE;3780;0;Saanen;Gstaad
Schweiz;BE;3781;0;Saanen;Turbach
Schweiz;BE;3783;0;Saanen;Grund b. Gstaad
Schweiz;BE;3792;0;Saanen;Saanen
Schweiz;BE;1738;0;Guggisberg;Sangernboden
Schweiz;BE;3156;0;Guggisberg;Riffenmatt
Schweiz;BE;3158;0;Guggisberg;Guggisberg
Schweiz;BE;3159;0;Guggisberg;Riedstätt
Schweiz;BE;3153;0;Rüschegg;Rüschegg Gambach
Schweiz;BE;3154;0;Rüschegg;Rüschegg Heubach
Schweiz;BE;3148;0;Schwarzenburg;Lanzenhäusern
Schweiz;BE;3150;0;Schwarzenburg;Schwarzenburg
Schweiz;BE;3152;0;Schwarzenburg;Mamishaus
Schweiz;BE;3157;0;Schwarzenburg;Milken
Schweiz;BE;3183;0;Schwarzenburg;Albligen
Schweiz;BE;3123;0;Belp;Belp
Schweiz;BE;3124;0;Belp;Belpberg
Schweiz;BE;3664;0;Burgistein;Burgistein
Schweiz;BE;3126;2;Gelterfingen;Gelterfingen
Schweiz;BE;3115;0;Gerzensee;Gerzensee
Schweiz;BE;3663;0;Gurzelen;Gurzelen
Schweiz;BE;3629;3;Jaberg;Jaberg
Schweiz;BE;3126;0;Kaufdorf;Kaufdorf
Schweiz;BE;3122;0;Kehrsatz;Kehrsatz
Schweiz;BE;3116;0;Kirchdorf (BE);Kirchdorf BE
Schweiz;BE;3128;0;Kirchenthurnen;Kirchenthurnen
Schweiz;BE;3127;2;Lohnstorf;Lohnstorf
Schweiz;BE;3116;2;Mühledorf (BE);Mühledorf BE
Schweiz;BE;3127;0;Mühlethurnen;Mühlethurnen
Schweiz;BE;3087;0;Niedermuhlern;Niedermuhlern
Schweiz;BE;3116;3;Noflen;Noflen BE
Schweiz;BE;3099;0;Riggisberg;Rüti b. Riggisberg
Schweiz;BE;3132;0;Riggisberg;Riggisberg
Schweiz;BE;3088;0;Rüeggisberg;Rüeggisberg
Schweiz;BE;3088;2;Rüeggisberg;Oberbütschel
Schweiz;BE;3089;0;Rüeggisberg;Hinterfultigen
Schweiz;BE;3155;0;Rüeggisberg;Helgisried-Rohrbach
Schweiz;BE;3128;2;Rümligen;Rümligen
Schweiz;BE;3662;0;Seftigen;Seftigen
Schweiz;BE;3125;0;Toffen;Toffen
Schweiz;BE;3628;0;Uttigen;Uttigen
Schweiz;BE;3665;0;Wattenwil;Wattenwil
Schweiz;BE;3086;0;Wald (BE);Zimmerwald
Schweiz;BE;3086;2;Wald (BE);Englisberg
Schweiz;BE;3536;0;Eggiwil;Aeschau
Schweiz;BE;3537;0;Eggiwil;Eggiwil
Schweiz;BE;3550;0;Langnau im Emmental;Langnau im Emmental
Schweiz;BE;3551;0;Langnau im Emmental;Oberfrittenbach
Schweiz;BE;3552;0;Langnau im Emmental;Bärau
Schweiz;BE;3553;0;Langnau im Emmental;Gohl
Schweiz;BE;3438;0;Lauperswil;Lauperswil
Schweiz;BE;3543;0;Lauperswil;Emmenmatt
Schweiz;BE;3538;0;Röthenbach im Emmental;Röthenbach im Emmental
Schweiz;BE;3433;0;Rüderswil;Schwanden im Emmental
Schweiz;BE;3436;0;Rüderswil;Zollbrück
Schweiz;BE;3437;0;Rüderswil;Rüderswil
Schweiz;BE;6197;0;Schangnau;Schangnau
Schweiz;BE;3534;0;Signau;Signau
Schweiz;BE;3535;0;Signau;Schüpbach
Schweiz;BE;3556;0;Trub;Trub
Schweiz;BE;3557;0;Trub;Fankhaus (Trub)
Schweiz;BE;3555;0;Trubschachen;Trubschachen
Schweiz;BE;3633;0;Amsoldingen;Amsoldingen
Schweiz;BE;3638;0;Blumenstein;Blumenstein
Schweiz;BE;3615;0;Buchholterberg;Heimenschwand
Schweiz;BE;3619;0;Eriz;Eriz
Schweiz;BE;3619;1;Eriz;Innereriz
Schweiz;BE;3617;0;Fahrni;Fahrni b. Thun
Schweiz;BE;3625;0;Heiligenschwendi;Heiligenschwendi
Schweiz;BE;3627;0;Heimberg;Heimberg
Schweiz;BE;3626;0;Hilterfingen;Hünibach
Schweiz;BE;3652;0;Hilterfingen;Hilterfingen
Schweiz;BE;3622;0;Homberg;Homberg b. Thun
Schweiz;BE;3623;2;Horrenbach-Buchen;Horrenbach
Schweiz;BE;3623;3;Horrenbach-Buchen;Buchen BE
Schweiz;BE;3653;0;Oberhofen am Thunersee;Oberhofen am Thunersee
Schweiz;BE;3638;1;Pohlern;Pohlern
Schweiz;BE;3624;2;Schwendibach;Schwendibach
Schweiz;BE;3654;0;Sigriswil;Gunten
Schweiz;BE;3655;0;Sigriswil;Sigriswil
Schweiz;BE;3656;0;Sigriswil;Tschingel ob Gunten
Schweiz;BE;3656;1;Sigriswil;Aeschlen ob Gunten
Schweiz;BE;3656;2;Sigriswil;Ringoldswil
Schweiz;BE;3657;0;Sigriswil;Schwanden (Sigriswil)
Schweiz;BE;3658;0;Sigriswil;Merligen
Schweiz;BE;3612;0;Steffisburg;Steffisburg
Schweiz;BE;3613;0;Steffisburg;Steffisburg
Schweiz;BE;3623;0;Teuffenthal (BE);Teuffenthal b. Thun
Schweiz;BE;3634;0;Thierachern;Thierachern
Schweiz;BE;3600;0;Thun;Thun
Schweiz;BE;3603;0;Thun;Thun
Schweiz;BE;3604;0;Thun;Thun
Schweiz;BE;3608;0;Thun;Thun
Schweiz;BE;3624;0;Thun;Goldiwil (Thun)
Schweiz;BE;3635;0;Uebeschi;Uebeschi
Schweiz;BE;3661;0;Uetendorf;Uetendorf
Schweiz;BE;3614;0;Unterlangenegg;Unterlangenegg
Schweiz;BE;3616;0;Unterlangenegg;Schwarzenegg
Schweiz;BE;3618;0;Wachseldorn;Süderen
Schweiz;BE;3645;2;Zwieselberg;Zwieselberg
Schweiz;BE;3636;0;Forst-Längenbühl;Längenbühl
Schweiz;BE;3636;2;Forst-Längenbühl;Forst b. Längenbühl
Schweiz;BE;3416;0;Affoltern im Emmental;Affoltern im Emmental
Schweiz;BE;3462;0;Affoltern im Emmental;Weier im Emmental
Schweiz;BE;3463;0;Affoltern im Emmental;Häusernmoos im Emmental
Schweiz;BE;3465;0;Dürrenroth;Dürrenroth
Schweiz;BE;4952;0;Eriswil;Eriswil
Schweiz;BE;4950;0;Huttwil;Huttwil
Schweiz;BE;4953;0;Huttwil;Schwarzenbach (Huttwil)
Schweiz;BE;3432;0;Lützelflüh;Lützelflüh-Goldbach
Schweiz;BE;3435;0;Lützelflüh;Ramsei
Schweiz;BE;3439;0;Lützelflüh;Ranflüh
Schweiz;BE;3452;0;Lützelflüh;Grünenmatt
Schweiz;BE;3415;3;Rüegsau;Rüegsauschachen
Schweiz;BE;3417;0;Rüegsau;Rüegsau
Schweiz;BE;3418;0;Rüegsau;Rüegsbach
Schweiz;BE;3454;0;Sumiswald;Sumiswald
Schweiz;BE;3455;0;Sumiswald;Grünen
Schweiz;BE;3457;0;Sumiswald;Wasen im Emmental
Schweiz;BE;3453;0;Trachselwald;Heimisbach
Schweiz;BE;3456;0;Trachselwald;Trachselwald
Schweiz;BE;3464;0;Walterswil (BE);Schmidigen-Mühleweg
Schweiz;BE;4942;0;Walterswil (BE);Walterswil BE
Schweiz;BE;4954;0;Wyssachen;Wyssachen
Schweiz;BE;4536;0;Attiswil;Attiswil
Schweiz;BE;3376;2;Berken;Berken
Schweiz;BE;3366;0;Bettenhausen;Bettenhausen
Schweiz;BE;3366;2;Bettenhausen;Bollodingen
Schweiz;BE;4539;2;Farnern;Farnern
Schweiz;BE;3376;0;Graben;Graben
Schweiz;BE;3372;0;Heimenhausen;Wanzwil
Schweiz;BE;3373;0;Heimenhausen;Röthenbach Herzogenbuchsee
Schweiz;BE;3373;2;Heimenhausen;Heimenhausen
Schweiz;BE;3360;0;Herzogenbuchsee;Herzogenbuchsee
Schweiz;BE;3363;0;Herzogenbuchsee;Oberönz
Schweiz;BE;3375;0;Inkwil;Inkwil
Schweiz;BE;4704;0;Niederbipp;Niederbipp
Schweiz;BE;3362;0;Niederönz;Niederönz
Schweiz;BE;4538;0;Oberbipp;Oberbipp
Schweiz;BE;3367;2;Ochlenberg;Ochlenberg
Schweiz;BE;3476;0;Ochlenberg;Oschwand
Schweiz;BE;4539;0;Rumisberg;Rumisberg
Schweiz;BE;3365;0;Seeberg;Grasswil
Schweiz;BE;3365;2;Seeberg;Seeberg
Schweiz;BE;3475;0;Seeberg;Riedtwil
Schweiz;BE;3475;1;Seeberg;Hermiswil
Schweiz;BE;3367;0;Thörigen;Thörigen
Schweiz;BE;3380;2;Walliswil bei Niederbipp;Walliswil b. Niederbipp
Schweiz;BE;3377;0;Walliswil bei Wangen;Walliswil b. Wangen
Schweiz;BE;3380;0;Wangen an der Aare;Wangen an der Aare
Schweiz;BE;3374;0;Wangenried;Wangenried
Schweiz;BE;4537;0;Wiedlisbach;Wiedlisbach
Schweiz;BE;4704;2;Wolfisberg;Wolfisberg
Schweiz;LU;6112;0;Doppleschwand;Doppleschwand
Schweiz;LU;6162;0;Entlebuch;Entlebuch
Schweiz;LU;6162;2;Entlebuch;Rengg
Schweiz;LU;6162;3;Entlebuch;Finsterwald b. Entlebuch
Schweiz;LU;6163;0;Entlebuch;Ebnet
Schweiz;LU;6173;0;Flühli;Flühli LU
Schweiz;LU;6174;0;Flühli;Sörenberg
Schweiz;LU;6166;0;Hasle (LU);Hasle LU
Schweiz;LU;6113;0;Romoos;Romoos
Schweiz;LU;6167;0;Romoos;Bramboden
Schweiz;LU;6170;0;Schüpfheim;Schüpfheim
Schweiz;LU;6105;0;Werthenstein;Schachen LU
Schweiz;LU;6106;0;Werthenstein;Werthenstein
Schweiz;LU;6182;0;Escholzmatt-Marbach;Escholzmatt
Schweiz;LU;6192;0;Escholzmatt-Marbach;Wiggen
Schweiz;LU;6196;0;Escholzmatt-Marbach;Marbach LU
Schweiz;LU;6287;0;Aesch (LU);Aesch LU
Schweiz;LU;6286;0;Altwis;Altwis
Schweiz;LU;6275;0;Ballwil;Ballwil
Schweiz;LU;6020;0;Emmen;Emmenbrücke
Schweiz;LU;6032;0;Emmen;Emmen
Schweiz;LU;6294;0;Ermensee;Ermensee
Schweiz;LU;6274;0;Eschenbach (LU);Eschenbach LU
Schweiz;LU;6284;0;Hitzkirch;Gelfingen
Schweiz;LU;6284;2;Hitzkirch;Sulz LU
Schweiz;LU;6285;0;Hitzkirch;Hitzkirch
Schweiz;LU;6285;2;Hitzkirch;Retschwil
Schweiz;LU;6289;0;Hitzkirch;Müswangen
Schweiz;LU;6289;2;Hitzkirch;Hämikon
Schweiz;LU;6289;2;Hitzkirch;Hämikon
Schweiz;LU;6295;0;Hitzkirch;Mosen
Schweiz;LU;6280;0;Hochdorf;Hochdorf
Schweiz;LU;6280;2;Hochdorf;Urswil
Schweiz;LU;6283;0;Hochdorf;Baldegg
Schweiz;LU;6276;0;Hohenrain;Hohenrain
Schweiz;LU;6277;0;Hohenrain;Kleinwangen
Schweiz;LU;6277;2;Hohenrain;Lieli LU
Schweiz;LU;6034;0;Inwil;Inwil
Schweiz;LU;6026;0;Rain;Rain
Schweiz;LU;6027;0;Römerswil;Römerswil LU
Schweiz;LU;6028;0;Römerswil;Herlisberg
Schweiz;LU;6023;0;Rothenburg;Rothenburg
Schweiz;LU;6288;0;Schongau;Schongau
Schweiz;LU;6043;0;Adligenswil;Adligenswil
Schweiz;LU;6033;0;Buchrain;Buchrain
Schweiz;LU;6035;0;Buchrain;Perlen
Schweiz;LU;6036;0;Dierikon;Dierikon
Schweiz;LU;6030;0;Ebikon;Ebikon
Schweiz;LU;6038;0;Gisikon;Gisikon
Schweiz;LU;6404;0;Greppen;Greppen
Schweiz;LU;6038;2;Honau;Honau
Schweiz;LU;6005;2;Horw;St. Niklausen LU
Schweiz;LU;6047;0;Horw;Kastanienbaum
Schweiz;LU;6048;0;Horw;Horw
Schweiz;LU;6010;0;Kriens;Kriens
Schweiz;LU;6012;0;Kriens;Obernau
Schweiz;LU;6003;0;Luzern;Luzern
Schweiz;LU;6004;0;Luzern;Luzern
Schweiz;LU;6005;0;Luzern;Luzern
Schweiz;LU;6006;0;Luzern;Luzern
Schweiz;LU;6014;0;Luzern;Luzern
Schweiz;LU;6015;0;Luzern;Luzern
Schweiz;LU;6102;0;Malters;Malters
Schweiz;LU;6045;0;Meggen;Meggen
Schweiz;LU;6344;0;Meierskappel;Meierskappel
Schweiz;LU;6037;0;Root;Root
Schweiz;LU;6039;0;Root;Root D4
Schweiz;LU;6013;0;Schwarzenberg;Eigenthal
Schweiz;LU;6103;0;Schwarzenberg;Schwarzenberg LU
Schweiz;LU;6044;0;Udligenswil;Udligenswil
Schweiz;LU;6354;0;Vitznau;Vitznau
Schweiz;LU;6353;0;Weggis;Weggis
Schweiz;LU;6356;0;Weggis;Rigi Kaltbad
Schweiz;LU;6025;0;Beromünster;Neudorf
Schweiz;LU;6215;0;Beromünster;Beromünster
Schweiz;LU;6215;2;Beromünster;Schwarzenbach LU
Schweiz;LU;6222;0;Beromünster;Gunzwil
Schweiz;LU;6233;0;Büron;Büron
Schweiz;LU;6018;0;Buttisholz;Buttisholz
Schweiz;LU;6205;0;Eich;Eich
Schweiz;LU;6232;0;Geuensee;Geuensee
Schweiz;LU;6022;0;Grosswangen;Grosswangen
Schweiz;LU;6024;0;Hildisrieden;Hildisrieden
Schweiz;LU;6212;0;Knutwil;St. Erhard
Schweiz;LU;6213;0;Knutwil;Knutwil
Schweiz;LU;6212;2;Mauensee;Kaltbach
